E1228 21:36:53.288633000    8292 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:36:53.2878592+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:36:53, 0, -1> 
<6, 21:36:53, 6, -1> 
<1, 21:36:53, 1, -1> 
<2, 21:36:53, 2, -1> 
<3, 21:36:53, 3, -1> 
<4, 21:36:54, 4, -1> 
<5, 21:36:54, 5, -1> 
<7, 21:36:54, 7, -1> 
<8, 21:36:54, 8, -1> 
<9, 21:36:54, 9, -1> 
<10, 21:36:54, 10, -1> 
<11, 21:36:54, 11, -1> 
<12, 21:36:54, 12, -1> 
<13, 21:36:54, 13, -1> 
<14, 21:36:54, 14, -1> 
<15, 21:36:54, 15, -1> 
<16, 21:36:54, 16, -1> 
<17, 21:36:54, 17, -1> 
<18, 21:36:55, 18, -1> 
<19, 21:36:55, 19, -1> 
<20, 21:36:55, 20, -1> 
<21, 21:36:55, 21, -1> 
<22, 21:36:55, 22, -1> 
<23, 21:36:55, 23, -1> 
<24, 21:36:55, 24, -1> 
<25, 21:36:55, 25, -1> 
<26, 21:36:55, 26, -1> 
<27, 21:36:55, 27, -1> 
<28, 21:36:55, 28, -1> 
<29, 21:36:55, 29, -1> 
<30, 21:36:55, 30, -1> 
<31, 21:36:55, 31, -1> 
<32, 21:36:55, 32, -1> 
<33, 21:36:56, 33, -1> 
<34, 21:36:56, 34, -1> 
<35, 21:36:56, 35, -1> 
<36, 21:36:56, 36, -1> 
<37, 21:36:56, 37, -1> 
<38, 21:36:56, 38, -1> 
<39, 21:36:56, 39, -1> 
<40, 21:36:56, 40, -1> 
<41, 21:36:57, 41, -1> 
<42, 21:36:57, 42, -1> 
<43, 21:36:57, 43, -1> 
<44, 21:36:57, 44, -1> 
<45, 21:36:57, 45, -1> 
<46, 21:36:57, 46, -1> 
<47, 21:36:57, 47, -1> 
<48, 21:36:57, 48, -1> 
