E1228 21:36:17.077635200    6731 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:36:17.0769863+01:00"}
<0, 21:36:17, 0, -1> 
<5, 21:36:17, 5, -1> 
<1, 21:36:17, 1, -1> 
<2, 21:36:17, 2, -1> 
<3, 21:36:17, 3, -1> 
<4, 21:36:17, 4, -1> 
<6, 21:36:17, 6, -1> 
<7, 21:36:17, 7, -1> 
<8, 21:36:17, 8, -1> 
<9, 21:36:18, 9, -1> 
<10, 21:36:18, 10, -1> 
<11, 21:36:18, 11, -1> 
<12, 21:36:18, 12, -1> 
<13, 21:36:18, 13, -1> 
<14, 21:36:18, 14, -1> 
<15, 21:36:18, 15, -1> 
<16, 21:36:18, 16, -1> 
<17, 21:36:18, 17, -1> 
<18, 21:36:18, 18, -1> 
<19, 21:36:18, 19, -1> 
<20, 21:36:18, 20, -1> 
<21, 21:36:19, 21, -1> 
<22, 21:36:19, 22, -1> 
<23, 21:36:19, 23, -1> 
<24, 21:36:19, 24, -1> 
<25, 21:36:19, 25, -1> 
<26, 21:36:19, 26, -1> 
<27, 21:36:19, 27, -1> 
<28, 21:36:19, 28, -1> 
<29, 21:36:19, 29, -1> 
<30, 21:36:19, 30, -1> 
<31, 21:36:20, 31, -1> 
<32, 21:36:20, 32, -1> 
<33, 21:36:20, 33, -1> 
<34, 21:36:20, 34, -1> 
<35, 21:36:20, 35, -1> 
<36, 21:36:20, 36, -1> 
<1, 21:36:20, 0, 1> 
<2, 21:36:20, 1, 2> 
<3, 21:36:20, 2, 3> 
<4, 21:36:20, 3, 4> 
<5, 21:36:20, 4, 5> 
<6, 21:36:20, 5, 6> 
<7, 21:36:20, 6, 7> 
<8, 21:36:20, 7, 8> 
<9, 21:36:20, 8, 9> 
<10, 21:36:20, 9, 10> 
<11, 21:36:20, 10, 11> 
<12, 21:36:20, 11, 12> 
<13, 21:36:20, 12, 13> 
<14, 21:36:20, 13, 14> 
<15, 21:36:20, 14, 15> 
<16, 21:36:20, 15, 16> 
<17, 21:36:20, 16, 17> 
<18, 21:36:20, 17, 18> 
<19, 21:36:20, 18, 19> 
<20, 21:36:20, 19, 20> 
<21, 21:36:20, 20, 21> 
<22, 21:36:20, 21, 22> 
<23, 21:36:20, 22, 23> 
<24, 21:36:20, 23, 24> 
