E1228 21:38:50.066240000   13337 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:38:50.0653765+01:00"}
<0, 21:38:50, 0, -1> 
<1, 21:38:50, 1, -1> 
<2, 21:38:50, 2, -1> 
<5, 21:38:50, 5, -1> 
<3, 21:38:50, 3, -1> 
<4, 21:38:50, 4, -1> 
<6, 21:38:50, 6, -1> 
<7, 21:38:51, 7, -1> 
<8, 21:38:51, 8, -1> 
<9, 21:38:51, 9, -1> 
<10, 21:38:51, 10, -1> 
<11, 21:38:51, 11, -1> 
<12, 21:38:51, 12, -1> 
<13, 21:38:51, 13, -1> 
<14, 21:38:51, 14, -1> 
<15, 21:38:51, 15, -1> 
<16, 21:38:51, 16, -1> 
<17, 21:38:51, 17, -1> 
<18, 21:38:52, 18, -1> 
<19, 21:38:52, 19, -1> 
<20, 21:38:52, 20, -1> 
<21, 21:38:52, 21, -1> 
<22, 21:38:52, 22, -1> 
<23, 21:38:52, 23, -1> 
<24, 21:38:52, 24, -1> 
<25, 21:38:52, 25, -1> 
<26, 21:38:52, 26, -1> 
<27, 21:38:52, 27, -1> 
<1, 21:38:53, 0, 1> 
<2, 21:38:53, 1, 2> 
<3, 21:38:53, 2, 3> 
<4, 21:38:53, 3, 4> 
<5, 21:38:53, 4, 5> 
<6, 21:38:53, 5, 6> 
<7, 21:38:53, 6, 7> 
<8, 21:38:53, 7, 8> 
<9, 21:38:53, 8, 9> 
<10, 21:38:53, 9, 10> 
<11, 21:38:53, 10, 11> 
<12, 21:38:53, 11, 12> 
<13, 21:38:53, 12, 13> 
<14, 21:38:53, 13, 14> 
<15, 21:38:53, 14, 15> 
<16, 21:38:53, 15, 16> 
<17, 21:38:53, 16, 17> 
<18, 21:38:53, 17, 18> 
<19, 21:38:53, 18, 19> 
<20, 21:38:53, 19, 20> 
<21, 21:38:53, 20, 21> 
<22, 21:38:53, 21, 22> 
<23, 21:38:53, 22, 23> 
<24, 21:38:53, 23, 24> 
<25, 21:38:53, 24, 25> 
<26, 21:38:53, 25, 26> 
<27, 21:38:53, 26, 27> 
<0, 21:38:53, 27, 0> 
<1, 21:38:53, 0, 1> 
<2, 21:38:53, 0, 2> 
<3, 21:38:53, 0, 3> 
<4, 21:38:53, 0, 4> 
<5, 21:38:53, 0, 5> 
<6, 21:38:53, 0, 6> 
<7, 21:38:53, 0, 7> 
<8, 21:38:53, 0, 8> 
<9, 21:38:53, 0, 9> 
<10, 21:38:53, 0, 10> 
<11, 21:38:53, 0, 11> 
<12, 21:38:53, 0, 12> 
<13, 21:38:53, 0, 13> 
<14, 21:38:53, 0, 14> 
<15, 21:38:53, 0, 15> 
<16, 21:38:53, 0, 16> 
<17, 21:38:53, 0, 17> 
<18, 21:38:53, 0, 18> 
<19, 21:38:53, 0, 19> 
<20, 21:38:53, 0, 20> 
<21, 21:38:53, 0, 21> 
<22, 21:38:53, 0, 22> 
<23, 21:38:53, 0, 23> 
<24, 21:38:53, 0, 24> 
<25, 21:38:53, 0, 25> 
<26, 21:38:53, 0, 26> 
<27, 21:38:53, 0, 27> 
<0, 21:38:53, 0, 0> 
<1, 21:38:53, 0, 1> 
<2, 21:38:53, 0, 2> 
<3, 21:38:53, 0, 3> 
<4, 21:38:53, 0, 4> 
<5, 21:38:53, 0, 5> 
<6, 21:38:53, 0, 6> 
<7, 21:38:53, 0, 7> 
<8, 21:38:53, 0, 8> 
<9, 21:38:53, 0, 9> 
<10, 21:38:53, 0, 10> 
<11, 21:38:53, 0, 11> 
<12, 21:38:53, 0, 12> 
<13, 21:38:53, 0, 13> 
<14, 21:38:53, 0, 14> 
<15, 21:38:53, 0, 15> 
<16, 21:38:53, 0, 16> 
<17, 21:38:53, 0, 17> 
<18, 21:38:53, 0, 18> 
<19, 21:38:53, 0, 19> 
<20, 21:38:53, 0, 20> 
<21, 21:38:53, 0, 21> 
<22, 21:38:53, 0, 22> 
<23, 21:38:53, 0, 23> 
<24, 21:38:53, 0, 24> 
<25, 21:38:53, 0, 25> 
<26, 21:38:53, 0, 26> 
<27, 21:38:53, 0, 27> 
<0, 21:38:53, 0, 0> 
<1, 21:38:53, 0, 1> 
