E1228 21:41:38.641063700   20318 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:41:38.6397379+01:00"}
<0, 21:41:39, 0, -1> 
<1, 21:41:39, 1, -1> 
<5, 21:41:39, 5, -1> 
<2, 21:41:39, 2, -1> 
<3, 21:41:39, 3, -1> 
<4, 21:41:39, 4, -1> 
<6, 21:41:39, 6, -1> 
<7, 21:41:39, 7, -1> 
<8, 21:41:39, 8, -1> 
<9, 21:41:39, 9, -1> 
<10, 21:41:39, 10, -1> 
<11, 21:41:39, 11, -1> 
<12, 21:41:39, 12, -1> 
<13, 21:41:39, 13, -1> 
<14, 21:41:40, 14, -1> 
<15, 21:41:40, 15, -1> 
<16, 21:41:40, 16, -1> 
<17, 21:41:40, 17, -1> 
<18, 21:41:40, 18, -1> 
<19, 21:41:40, 19, -1> 
<20, 21:41:40, 20, -1> 
<21, 21:41:41, 21, -1> 
<22, 21:41:41, 22, -1> 
<23, 21:41:41, 23, -1> 
<24, 21:41:41, 24, -1> 
<25, 21:41:41, 25, -1> 
<26, 21:41:41, 26, -1> 
<27, 21:41:41, 27, -1> 
<28, 21:41:41, 28, -1> 
<29, 21:41:41, 29, -1> 
<30, 21:41:41, 30, -1> 
<31, 21:41:42, 31, -1> 
<32, 21:41:42, 32, -1> 
<33, 21:41:42, 33, -1> 
<34, 21:41:42, 34, -1> 
<35, 21:41:42, 35, -1> 
<36, 21:41:42, 36, -1> 
<37, 21:41:42, 37, -1> 
<38, 21:41:42, 38, -1> 
<39, 21:41:42, 39, -1> 
<40, 21:41:42, 40, -1> 
<41, 21:41:43, 41, -1> 
<42, 21:41:43, 42, -1> 
<43, 21:41:43, 43, -1> 
<44, 21:41:43, 44, -1> 
<45, 21:41:43, 45, -1> 
<46, 21:41:43, 46, -1> 
<47, 21:41:43, 47, -1> 
<48, 21:41:43, 48, -1> 
<49, 21:41:43, 49, -1> 
<50, 21:41:43, 50, -1> 
<51, 21:41:43, 51, -1> 
<52, 21:41:43, 52, -1> 
<53, 21:41:43, 53, -1> 
<54, 21:41:44, 54, -1> 
<55, 21:41:44, 55, -1> 
<56, 21:41:44, 56, -1> 
<57, 21:41:44, 57, -1> 
<58, 21:41:44, 58, -1> 
<59, 21:41:44, 59, -1> 
<60, 21:41:44, 60, -1> 
<61, 21:41:44, 61, -1> 
<62, 21:41:44, 62, -1> 
<63, 21:41:44, 63, -1> 
<64, 21:41:45, 64, -1> 
<65, 21:41:45, 65, -1> 
<66, 21:41:45, 66, -1> 
<67, 21:41:45, 67, -1> 
<68, 21:41:45, 68, -1> 
<69, 21:41:45, 69, -1> 
<70, 21:41:45, 70, -1> 
<71, 21:41:45, 71, -1> 
<72, 21:41:45, 72, -1> 
<73, 21:41:45, 73, -1> 
<74, 21:41:45, 74, -1> 
<75, 21:41:46, 75, -1> 
<76, 21:41:46, 76, -1> 
<77, 21:41:46, 77, -1> 
<78, 21:41:46, 78, -1> 
<1, 21:41:46, 0, 1> 
<2, 21:41:46, 1, 2> 
<3, 21:41:46, 2, 3> 
<4, 21:41:46, 3, 4> 
<5, 21:41:46, 4, 5> 
<6, 21:41:46, 5, 6> 
<7, 21:41:46, 6, 7> 
<8, 21:41:46, 7, 8> 
<9, 21:41:46, 8, 9> 
<10, 21:41:46, 9, 10> 
<11, 21:41:46, 10, 11> 
<12, 21:41:46, 11, 12> 
<13, 21:41:46, 12, 13> 
<14, 21:41:46, 13, 14> 
<15, 21:41:46, 14, 15> 
<16, 21:41:46, 15, 16> 
<17, 21:41:46, 16, 17> 
<18, 21:41:46, 17, 18> 
<19, 21:41:46, 18, 19> 
<20, 21:41:46, 19, 20> 
<21, 21:41:46, 20, 21> 
<22, 21:41:46, 21, 22> 
<23, 21:41:46, 22, 23> 
<24, 21:41:46, 23, 24> 
<25, 21:41:46, 24, 25> 
<26, 21:41:46, 25, 26> 
<27, 21:41:46, 26, 27> 
<28, 21:41:46, 27, 28> 
<29, 21:41:46, 28, 29> 
<30, 21:41:46, 29, 30> 
<31, 21:41:46, 30, 31> 
<32, 21:41:46, 31, 32> 
<33, 21:41:46, 32, 33> 
<34, 21:41:46, 33, 34> 
<35, 21:41:46, 34, 35> 
<36, 21:41:46, 35, 36> 
<37, 21:41:46, 36, 37> 
<38, 21:41:46, 37, 38> 
<39, 21:41:46, 38, 39> 
<40, 21:41:46, 39, 40> 
<41, 21:41:46, 40, 41> 
<42, 21:41:46, 41, 42> 
<43, 21:41:46, 42, 43> 
<44, 21:41:46, 43, 44> 
<45, 21:41:46, 44, 45> 
<46, 21:41:46, 45, 46> 
<47, 21:41:46, 46, 47> 
<48, 21:41:46, 47, 48> 
<49, 21:41:46, 48, 49> 
<50, 21:41:46, 49, 50> 
<51, 21:41:46, 50, 51> 
<52, 21:41:46, 51, 52> 
<53, 21:41:46, 52, 53> 
<54, 21:41:46, 53, 54> 
<55, 21:41:46, 54, 55> 
<56, 21:41:46, 55, 56> 
<57, 21:41:46, 56, 57> 
<58, 21:41:46, 57, 58> 
<59, 21:41:46, 58, 59> 
<60, 21:41:46, 59, 60> 
<61, 21:41:46, 60, 61> 
<62, 21:41:46, 61, 62> 
<63, 21:41:46, 62, 63> 
<64, 21:41:46, 63, 64> 
<65, 21:41:46, 64, 65> 
<66, 21:41:46, 65, 66> 
<67, 21:41:46, 66, 67> 
<68, 21:41:46, 67, 68> 
<69, 21:41:46, 68, 69> 
<70, 21:41:46, 69, 70> 
<71, 21:41:46, 70, 71> 
