E1228 21:45:15.360979800   29474 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:45:15.3600042+01:00"}
<0, 21:45:16, 0, -1> 
<1, 21:45:16, 1, -1> 
<2, 21:45:16, 2, -1> 
<7, 21:45:16, 7, -1> 
<3, 21:45:16, 3, -1> 
<4, 21:45:16, 4, -1> 
<5, 21:45:16, 5, -1> 
<6, 21:45:16, 6, -1> 
<8, 21:45:16, 8, -1> 
<9, 21:45:16, 9, -1> 
<10, 21:45:16, 10, -1> 
<11, 21:45:16, 11, -1> 
<12, 21:45:16, 12, -1> 
<13, 21:45:16, 13, -1> 
<14, 21:45:16, 14, -1> 
<15, 21:45:16, 15, -1> 
<16, 21:45:17, 16, -1> 
<17, 21:45:17, 17, -1> 
<18, 21:45:17, 18, -1> 
<19, 21:45:17, 19, -1> 
<20, 21:45:17, 20, -1> 
<21, 21:45:17, 21, -1> 
<22, 21:45:17, 22, -1> 
<23, 21:45:17, 23, -1> 
<24, 21:45:17, 24, -1> 
<25, 21:45:18, 25, -1> 
<26, 21:45:18, 26, -1> 
<27, 21:45:18, 27, -1> 
<28, 21:45:18, 28, -1> 
<29, 21:45:18, 29, -1> 
<30, 21:45:18, 30, -1> 
<31, 21:45:18, 31, -1> 
<32, 21:45:18, 32, -1> 
<33, 21:45:18, 33, -1> 
<34, 21:45:19, 34, -1> 
<35, 21:45:19, 35, -1> 
<36, 21:45:19, 36, -1> 
<1, 21:45:19, 0, 1> 
<2, 21:45:19, 1, 2> 
<3, 21:45:19, 2, 3> 
<4, 21:45:19, 3, 4> 
<5, 21:45:19, 4, 5> 
<6, 21:45:19, 5, 6> 
<7, 21:45:19, 6, 7> 
<8, 21:45:19, 7, 8> 
<9, 21:45:19, 8, 9> 
<10, 21:45:19, 9, 10> 
<11, 21:45:19, 10, 11> 
<12, 21:45:19, 11, 12> 
<13, 21:45:19, 12, 13> 
<14, 21:45:19, 13, 14> 
<15, 21:45:19, 14, 15> 
<16, 21:45:19, 15, 16> 
<17, 21:45:19, 16, 17> 
<18, 21:45:19, 17, 18> 
<19, 21:45:19, 18, 19> 
<20, 21:45:19, 19, 20> 
<21, 21:45:19, 20, 21> 
<22, 21:45:19, 21, 22> 
<23, 21:45:19, 22, 23> 
<24, 21:45:19, 23, 24> 
<25, 21:45:19, 24, 25> 
<26, 21:45:19, 25, 26> 
<27, 21:45:19, 26, 27> 
<28, 21:45:19, 27, 28> 
<29, 21:45:19, 28, 29> 
<30, 21:45:19, 29, 30> 
<31, 21:45:19, 30, 31> 
<32, 21:45:19, 31, 32> 
<33, 21:45:19, 32, 33> 
<34, 21:45:19, 33, 34> 
<35, 21:45:19, 34, 35> 
<36, 21:45:19, 35, 36> 
<0, 21:45:19, 36, 0> 
<1, 21:45:19, 0, 1> 
<2, 21:45:19, 0, 2> 
