E1228 21:34:18.491473300    1508 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:34:18.4899439+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:34:19, 0, -1> 
<1, 21:34:19, 1, -1> 
<2, 21:34:19, 2, -1> 
<3, 21:34:19, 3, -1> 
<4, 21:34:19, 4, -1> 
<5, 21:34:19, 5, -1> 
<6, 21:34:19, 6, -1> 
<7, 21:34:19, 7, -1> 
<8, 21:34:19, 8, -1> 
<9, 21:34:19, 9, -1> 
<10, 21:34:19, 10, -1> 
<11, 21:34:19, 11, -1> 
<12, 21:34:20, 12, -1> 
<13, 21:34:20, 13, -1> 
<14, 21:34:20, 14, -1> 
<15, 21:34:20, 15, -1> 
<16, 21:34:20, 16, -1> 
<17, 21:34:20, 17, -1> 
<18, 21:34:20, 18, -1> 
<19, 21:34:20, 19, -1> 
<20, 21:34:20, 20, -1> 
<21, 21:34:21, 21, -1> 
<22, 21:34:21, 22, -1> 
<23, 21:34:21, 23, -1> 
<24, 21:34:21, 24, -1> 
<25, 21:34:21, 25, -1> 
<26, 21:34:21, 26, -1> 
<27, 21:34:21, 27, -1> 
<28, 21:34:21, 28, -1> 
<29, 21:34:21, 29, -1> 
<30, 21:34:22, 30, -1> 
<31, 21:34:22, 31, -1> 
<32, 21:34:22, 32, -1> 
<33, 21:34:22, 33, -1> 
<34, 21:34:22, 34, -1> 
<35, 21:34:22, 35, -1> 
<36, 21:34:22, 36, -1> 
<37, 21:34:22, 37, -1> 
<38, 21:34:23, 38, -1> 
<39, 21:34:23, 39, -1> 
<40, 21:34:23, 40, -1> 
<41, 21:34:23, 41, -1> 
<42, 21:34:23, 42, -1> 
<43, 21:34:23, 43, -1> 
<44, 21:34:23, 44, -1> 
<45, 21:34:23, 45, -1> 
<46, 21:34:23, 46, -1> 
<47, 21:34:23, 47, -1> 
<48, 21:34:23, 48, -1> 
<49, 21:34:24, 49, -1> 
<50, 21:34:24, 50, -1> 
<51, 21:34:24, 51, -1> 
<52, 21:34:24, 52, -1> 
<53, 21:34:24, 53, -1> 
<54, 21:34:24, 54, -1> 
<55, 21:34:24, 55, -1> 
<56, 21:34:24, 56, -1> 
<57, 21:34:24, 57, -1> 
<58, 21:34:24, 58, -1> 
<59, 21:34:24, 59, -1> 
<60, 21:34:25, 60, -1> 
<61, 21:34:25, 61, -1> 
<62, 21:34:25, 62, -1> 
<63, 21:34:25, 63, -1> 
<64, 21:34:25, 64, -1> 
<65, 21:34:25, 65, -1> 
<66, 21:34:25, 66, -1> 
<67, 21:34:25, 67, -1> 
<68, 21:34:25, 68, -1> 
<69, 21:34:25, 69, -1> 
