E1228 21:45:09.304940500   29208 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:45:09.3042683+01:00"}
<0, 21:45:09, 0, -1> 
<1, 21:45:09, 1, -1> 
<2, 21:45:09, 2, -1> 
<3, 21:45:10, 3, -1> 
<4, 21:45:10, 4, -1> 
<5, 21:45:10, 5, -1> 
<7, 21:45:10, 7, -1> 
<6, 21:45:10, 6, -1> 
<8, 21:45:10, 8, -1> 
<9, 21:45:10, 9, -1> 
<10, 21:45:10, 10, -1> 
<11, 21:45:10, 11, -1> 
<12, 21:45:10, 12, -1> 
<13, 21:45:10, 13, -1> 
<14, 21:45:10, 14, -1> 
<15, 21:45:10, 15, -1> 
<16, 21:45:10, 16, -1> 
<17, 21:45:10, 17, -1> 
<18, 21:45:10, 18, -1> 
<19, 21:45:11, 19, -1> 
<20, 21:45:11, 20, -1> 
<21, 21:45:11, 21, -1> 
<22, 21:45:11, 22, -1> 
<23, 21:45:11, 23, -1> 
<24, 21:45:11, 24, -1> 
<25, 21:45:11, 25, -1> 
<26, 21:45:11, 26, -1> 
<27, 21:45:11, 27, -1> 
<28, 21:45:12, 28, -1> 
<29, 21:45:12, 29, -1> 
<30, 21:45:12, 30, -1> 
<31, 21:45:12, 31, -1> 
<32, 21:45:12, 32, -1> 
<33, 21:45:12, 33, -1> 
<34, 21:45:12, 34, -1> 
<35, 21:45:12, 35, -1> 
<36, 21:45:12, 36, -1> 
<37, 21:45:12, 37, -1> 
<38, 21:45:12, 38, -1> 
<39, 21:45:12, 39, -1> 
<40, 21:45:13, 40, -1> 
<41, 21:45:13, 41, -1> 
<42, 21:45:13, 42, -1> 
<43, 21:45:13, 43, -1> 
<44, 21:45:13, 44, -1> 
<45, 21:45:13, 45, -1> 
<46, 21:45:13, 46, -1> 
<47, 21:45:13, 47, -1> 
<48, 21:45:14, 48, -1> 
<1, 21:45:14, 0, 1> 
<2, 21:45:14, 1, 2> 
<3, 21:45:14, 2, 3> 
<4, 21:45:14, 3, 4> 
<5, 21:45:14, 4, 5> 
<6, 21:45:14, 5, 6> 
<7, 21:45:14, 6, 7> 
<8, 21:45:14, 7, 8> 
<9, 21:45:14, 8, 9> 
<10, 21:45:14, 9, 10> 
<11, 21:45:14, 10, 11> 
<12, 21:45:14, 11, 12> 
<13, 21:45:14, 12, 13> 
<14, 21:45:14, 13, 14> 
