E1228 21:39:57.296346000   15964 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:39:57.2956081+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:39:57, 0, -1> 
<1, 21:39:57, 1, -1> 
<2, 21:39:57, 2, -1> 
<3, 21:39:57, 3, -1> 
<6, 21:39:57, 6, -1> 
<4, 21:39:57, 4, -1> 
<5, 21:39:57, 5, -1> 
<7, 21:39:57, 7, -1> 
<8, 21:39:58, 8, -1> 
<9, 21:39:58, 9, -1> 
<10, 21:39:58, 10, -1> 
<11, 21:39:58, 11, -1> 
<12, 21:39:58, 12, -1> 
<13, 21:39:58, 13, -1> 
<14, 21:39:58, 14, -1> 
<15, 21:39:58, 15, -1> 
<16, 21:39:58, 16, -1> 
<17, 21:39:58, 17, -1> 
<18, 21:39:58, 18, -1> 
<19, 21:39:59, 19, -1> 
<20, 21:39:59, 20, -1> 
<21, 21:39:59, 21, -1> 
<1, 21:39:59, 0, 1> 
<2, 21:39:59, 1, 2> 
<3, 21:39:59, 2, 3> 
<4, 21:39:59, 3, 4> 
<5, 21:39:59, 4, 5> 
<6, 21:39:59, 5, 6> 
<7, 21:39:59, 6, 7> 
<8, 21:39:59, 7, 8> 
<9, 21:39:59, 8, 9> 
<10, 21:39:59, 9, 10> 
<11, 21:39:59, 10, 11> 
<12, 21:39:59, 11, 12> 
<13, 21:39:59, 12, 13> 
<14, 21:39:59, 13, 14> 
<15, 21:39:59, 14, 15> 
<16, 21:39:59, 15, 16> 
<17, 21:39:59, 16, 17> 
<18, 21:39:59, 17, 18> 
<19, 21:39:59, 18, 19> 
<20, 21:39:59, 19, 20> 
<21, 21:39:59, 20, 21> 
<0, 21:39:59, 21, 0> 
<1, 21:39:59, 0, 1> 
<2, 21:39:59, 0, 2> 
<3, 21:39:59, 0, 3> 
<4, 21:39:59, 0, 4> 
<5, 21:39:59, 0, 5> 
<6, 21:39:59, 0, 6> 
<7, 21:39:59, 0, 7> 
<8, 21:39:59, 0, 8> 
<9, 21:39:59, 0, 9> 
<10, 21:39:59, 0, 10> 
<11, 21:39:59, 0, 11> 
<12, 21:39:59, 0, 12> 
<13, 21:39:59, 0, 13> 
<14, 21:39:59, 0, 14> 
<15, 21:39:59, 0, 15> 
<16, 21:39:59, 0, 16> 
<17, 21:39:59, 0, 17> 
<18, 21:39:59, 0, 18> 
<19, 21:39:59, 0, 19> 
<20, 21:39:59, 0, 20> 
<21, 21:39:59, 0, 21> 
<0, 21:39:59, 0, 0> 
<1, 21:39:59, 0, 1> 
<2, 21:39:59, 0, 2> 
<3, 21:39:59, 0, 3> 
<4, 21:39:59, 0, 4> 
<5, 21:39:59, 0, 5> 
<6, 21:39:59, 0, 6> 
<7, 21:39:59, 0, 7> 
<8, 21:39:59, 0, 8> 
<9, 21:39:59, 0, 9> 
<10, 21:39:59, 0, 10> 
<11, 21:39:59, 0, 11> 
<12, 21:39:59, 0, 12> 
<13, 21:39:59, 0, 13> 
<14, 21:39:59, 0, 14> 
<15, 21:39:59, 0, 15> 
<16, 21:39:59, 0, 16> 
<17, 21:39:59, 0, 17> 
<18, 21:39:59, 0, 18> 
<19, 21:39:59, 0, 19> 
<20, 21:39:59, 0, 20> 
<21, 21:39:59, 0, 21> 
<0, 21:39:59, 0, 0> 
<1, 21:39:59, 0, 1> 
