E1228 21:28:00.397885000   18132 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:28:00.3971165+01:00"}
<0, 21:28:01, 0, -1> 
<6, 21:28:01, 6, -1> 
<1, 21:28:01, 1, -1> 
<2, 21:28:01, 2, -1> 
<3, 21:28:01, 3, -1> 
<4, 21:28:01, 4, -1> 
<5, 21:28:01, 5, -1> 
<7, 21:28:01, 7, -1> 
<8, 21:28:01, 8, -1> 
<9, 21:28:01, 9, -1> 
<10, 21:28:01, 10, -1> 
<11, 21:28:01, 11, -1> 
<12, 21:28:01, 12, -1> 
<13, 21:28:01, 13, -1> 
<14, 21:28:01, 14, -1> 
<15, 21:28:02, 15, -1> 
<16, 21:28:02, 16, -1> 
<17, 21:28:02, 17, -1> 
<18, 21:28:02, 18, -1> 
<19, 21:28:02, 19, -1> 
<20, 21:28:02, 20, -1> 
<21, 21:28:02, 21, -1> 
<22, 21:28:02, 22, -1> 
<23, 21:28:02, 23, -1> 
<24, 21:28:02, 24, -1> 
<25, 21:28:02, 25, -1> 
<26, 21:28:03, 26, -1> 
<27, 21:28:03, 27, -1> 
<28, 21:28:03, 28, -1> 
<29, 21:28:03, 29, -1> 
<30, 21:28:03, 30, -1> 
<31, 21:28:03, 31, -1> 
<32, 21:28:03, 32, -1> 
<33, 21:28:03, 33, -1> 
<34, 21:28:03, 34, -1> 
<35, 21:28:04, 35, -1> 
<36, 21:28:04, 36, -1> 
<1, 21:28:04, 0, 1> 
<2, 21:28:04, 1, 2> 
<3, 21:28:04, 2, 3> 
<4, 21:28:04, 3, 4> 
<5, 21:28:04, 4, 5> 
<6, 21:28:04, 5, 6> 
<7, 21:28:04, 6, 7> 
<8, 21:28:04, 7, 8> 
<9, 21:28:04, 8, 9> 
<10, 21:28:04, 9, 10> 
<11, 21:28:04, 10, 11> 
<12, 21:28:04, 11, 12> 
<13, 21:28:04, 12, 13> 
<14, 21:28:04, 13, 14> 
<15, 21:28:04, 14, 15> 
<16, 21:28:04, 15, 16> 
<17, 21:28:04, 16, 17> 
<18, 21:28:04, 17, 18> 
<19, 21:28:04, 18, 19> 
<20, 21:28:04, 19, 20> 
<21, 21:28:04, 20, 21> 
<22, 21:28:04, 21, 22> 
<23, 21:28:04, 22, 23> 
<24, 21:28:04, 23, 24> 
<25, 21:28:04, 24, 25> 
<26, 21:28:04, 25, 26> 
<27, 21:28:04, 26, 27> 
<28, 21:28:04, 27, 28> 
<29, 21:28:04, 28, 29> 
<30, 21:28:04, 29, 30> 
<31, 21:28:04, 30, 31> 
<32, 21:28:04, 31, 32> 
<33, 21:28:04, 32, 33> 
<34, 21:28:04, 33, 34> 
<35, 21:28:04, 34, 35> 
<36, 21:28:04, 35, 36> 
<0, 21:28:04, 36, 0> 
<1, 21:28:04, 0, 1> 
<2, 21:28:04, 0, 2> 
<3, 21:28:04, 0, 3> 
<4, 21:28:04, 0, 4> 
<5, 21:28:04, 0, 5> 
<6, 21:28:04, 0, 6> 
<7, 21:28:04, 0, 7> 
<8, 21:28:04, 0, 8> 
<9, 21:28:04, 0, 9> 
<10, 21:28:04, 0, 10> 
<11, 21:28:04, 0, 11> 
<12, 21:28:04, 0, 12> 
<13, 21:28:04, 0, 13> 
<14, 21:28:04, 0, 14> 
<15, 21:28:04, 0, 15> 
<16, 21:28:04, 0, 16> 
<17, 21:28:04, 0, 17> 
<18, 21:28:04, 0, 18> 
<19, 21:28:04, 0, 19> 
<20, 21:28:04, 0, 20> 
<21, 21:28:04, 0, 21> 
<22, 21:28:04, 0, 22> 
<23, 21:28:04, 0, 23> 
<24, 21:28:04, 0, 24> 
<25, 21:28:04, 0, 25> 
<26, 21:28:04, 0, 26> 
<27, 21:28:04, 0, 27> 
<28, 21:28:04, 0, 28> 
<29, 21:28:04, 0, 29> 
<30, 21:28:04, 0, 30> 
<31, 21:28:04, 0, 31> 
<32, 21:28:04, 0, 32> 
<33, 21:28:04, 0, 33> 
<34, 21:28:04, 0, 34> 
<35, 21:28:04, 0, 35> 
<36, 21:28:04, 0, 36> 
<0, 21:28:04, 0, 0> 
<1, 21:28:04, 0, 1> 
<2, 21:28:04, 0, 2> 
<3, 21:28:04, 0, 3> 
<4, 21:28:04, 0, 4> 
<5, 21:28:04, 0, 5> 
<6, 21:28:04, 0, 6> 
<7, 21:28:04, 0, 7> 
<8, 21:28:04, 0, 8> 
<9, 21:28:04, 0, 9> 
<10, 21:28:04, 0, 10> 
<11, 21:28:04, 0, 11> 
<12, 21:28:04, 0, 12> 
<13, 21:28:04, 0, 13> 
<14, 21:28:04, 0, 14> 
<15, 21:28:04, 0, 15> 
