E1228 21:34:57.787127200    3282 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:34:57.7864498+01:00"}
<0, 21:34:58, 0, -1> 
<1, 21:34:58, 1, -1> 
<2, 21:34:58, 2, -1> 
<3, 21:34:58, 3, -1> 
<4, 21:34:58, 4, -1> 
<5, 21:34:58, 5, -1> 
<6, 21:34:58, 6, -1> 
<7, 21:34:58, 7, -1> 
<8, 21:34:58, 8, -1> 
<9, 21:34:58, 9, -1> 
<10, 21:34:58, 10, -1> 
<11, 21:34:58, 11, -1> 
<12, 21:34:58, 12, -1> 
<13, 21:34:58, 13, -1> 
<14, 21:34:59, 14, -1> 
<15, 21:34:59, 15, -1> 
<16, 21:34:59, 16, -1> 
<17, 21:34:59, 17, -1> 
<18, 21:34:59, 18, -1> 
<19, 21:34:59, 19, -1> 
<20, 21:34:59, 20, -1> 
<21, 21:34:59, 21, -1> 
<22, 21:34:59, 22, -1> 
<23, 21:34:59, 23, -1> 
<24, 21:34:59, 24, -1> 
<25, 21:34:59, 25, -1> 
<26, 21:35:00, 26, -1> 
<27, 21:35:00, 27, -1> 
<28, 21:35:00, 28, -1> 
<29, 21:35:00, 29, -1> 
<30, 21:35:00, 30, -1> 
<31, 21:35:00, 31, -1> 
<32, 21:35:00, 32, -1> 
<33, 21:35:00, 33, -1> 
<34, 21:35:00, 34, -1> 
<35, 21:35:01, 35, -1> 
<36, 21:35:01, 36, -1> 
<37, 21:35:01, 37, -1> 
<38, 21:35:01, 38, -1> 
<39, 21:35:01, 39, -1> 
<40, 21:35:01, 40, -1> 
<41, 21:35:01, 41, -1> 
<42, 21:35:01, 42, -1> 
<43, 21:35:01, 43, -1> 
<44, 21:35:02, 44, -1> 
<45, 21:35:02, 45, -1> 
<46, 21:35:02, 46, -1> 
<47, 21:35:02, 47, -1> 
<48, 21:35:02, 48, -1> 
<49, 21:35:02, 49, -1> 
<50, 21:35:03, 50, -1> 
<51, 21:35:03, 51, -1> 
<52, 21:35:03, 52, -1> 
<53, 21:35:03, 53, -1> 
