E1228 21:47:58.693269100    3480 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:47:58.6925853+01:00"}
<0, 21:47:59, 0, -1> 
<1, 21:47:59, 1, -1> 
<2, 21:47:59, 2, -1> 
<3, 21:47:59, 3, -1> 
<6, 21:47:59, 6, -1> 
<4, 21:47:59, 4, -1> 
<5, 21:47:59, 5, -1> 
<7, 21:47:59, 7, -1> 
<8, 21:47:59, 8, -1> 
<9, 21:47:59, 9, -1> 
<10, 21:47:59, 10, -1> 
<11, 21:47:59, 11, -1> 
<12, 21:48:00, 12, -1> 
<13, 21:48:00, 13, -1> 
<14, 21:48:00, 14, -1> 
<15, 21:48:00, 15, -1> 
<16, 21:48:00, 16, -1> 
<17, 21:48:00, 17, -1> 
<18, 21:48:00, 18, -1> 
<19, 21:48:00, 19, -1> 
<20, 21:48:00, 20, -1> 
<21, 21:48:01, 21, -1> 
<22, 21:48:01, 22, -1> 
<23, 21:48:01, 23, -1> 
<24, 21:48:01, 24, -1> 
<25, 21:48:01, 25, -1> 
<26, 21:48:01, 26, -1> 
<27, 21:48:01, 27, -1> 
<28, 21:48:01, 28, -1> 
<29, 21:48:01, 29, -1> 
<30, 21:48:01, 30, -1> 
<31, 21:48:01, 31, -1> 
<32, 21:48:01, 32, -1> 
<33, 21:48:02, 33, -1> 
<34, 21:48:02, 34, -1> 
<35, 21:48:02, 35, -1> 
<36, 21:48:02, 36, -1> 
<37, 21:48:02, 37, -1> 
<38, 21:48:02, 38, -1> 
<39, 21:48:02, 39, -1> 
<40, 21:48:02, 40, -1> 
<41, 21:48:03, 41, -1> 
<42, 21:48:03, 42, -1> 
<43, 21:48:03, 43, -1> 
<44, 21:48:03, 44, -1> 
<45, 21:48:03, 45, -1> 
<46, 21:48:03, 46, -1> 
<47, 21:48:03, 47, -1> 
<48, 21:48:03, 48, -1> 
<49, 21:48:03, 49, -1> 
<50, 21:48:03, 50, -1> 
<51, 21:48:03, 51, -1> 
<52, 21:48:04, 52, -1> 
<53, 21:48:04, 53, -1> 
<54, 21:48:04, 54, -1> 
<55, 21:48:04, 55, -1> 
<56, 21:48:04, 56, -1> 
<57, 21:48:04, 57, -1> 
<58, 21:48:04, 58, -1> 
<59, 21:48:04, 59, -1> 
<60, 21:48:04, 60, -1> 
<61, 21:48:04, 61, -1> 
<62, 21:48:04, 62, -1> 
<63, 21:48:04, 63, -1> 
<64, 21:48:04, 64, -1> 
<65, 21:48:04, 65, -1> 
<66, 21:48:05, 66, -1> 
<67, 21:48:05, 67, -1> 
<68, 21:48:05, 68, -1> 
<69, 21:48:05, 69, -1> 
<70, 21:48:05, 70, -1> 
<71, 21:48:05, 71, -1> 
<72, 21:48:05, 72, -1> 
<73, 21:48:05, 73, -1> 
<74, 21:48:05, 74, -1> 
<75, 21:48:06, 75, -1> 
<76, 21:48:06, 76, -1> 
<77, 21:48:06, 77, -1> 
<78, 21:48:06, 78, -1> 
<79, 21:48:06, 79, -1> 
<80, 21:48:06, 80, -1> 
<81, 21:48:06, 81, -1> 
<82, 21:48:06, 82, -1> 
<83, 21:48:06, 83, -1> 
<84, 21:48:06, 84, -1> 
<85, 21:48:07, 85, -1> 
<86, 21:48:07, 86, -1> 
<87, 21:48:07, 87, -1> 
<88, 21:48:07, 88, -1> 
