E1228 21:38:14.573908500   11832 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:38:14.5731793+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:38:14, 0, -1> 
<1, 21:38:14, 1, -1> 
<2, 21:38:14, 2, -1> 
<3, 21:38:14, 3, -1> 
<4, 21:38:15, 4, -1> 
<5, 21:38:15, 5, -1> 
<6, 21:38:15, 6, -1> 
<7, 21:38:15, 7, -1> 
<8, 21:38:15, 8, -1> 
<9, 21:38:15, 9, -1> 
<10, 21:38:15, 10, -1> 
<11, 21:38:15, 11, -1> 
<12, 21:38:15, 12, -1> 
<13, 21:38:15, 13, -1> 
<14, 21:38:16, 14, -1> 
<15, 21:38:16, 15, -1> 
<16, 21:38:16, 16, -1> 
<17, 21:38:16, 17, -1> 
<18, 21:38:16, 18, -1> 
<19, 21:38:16, 19, -1> 
<20, 21:38:16, 20, -1> 
<21, 21:38:16, 21, -1> 
<22, 21:38:16, 22, -1> 
<23, 21:38:17, 23, -1> 
<24, 21:38:17, 24, -1> 
<25, 21:38:17, 25, -1> 
<26, 21:38:17, 26, -1> 
<27, 21:38:17, 27, -1> 
<28, 21:38:17, 28, -1> 
<29, 21:38:17, 29, -1> 
<30, 21:38:17, 30, -1> 
<31, 21:38:17, 31, -1> 
<32, 21:38:17, 32, -1> 
<33, 21:38:17, 33, -1> 
<34, 21:38:18, 34, -1> 
<35, 21:38:18, 35, -1> 
<36, 21:38:18, 36, -1> 
<37, 21:38:18, 37, -1> 
<38, 21:38:18, 38, -1> 
<39, 21:38:18, 39, -1> 
<40, 21:38:18, 40, -1> 
<41, 21:38:18, 41, -1> 
<42, 21:38:18, 42, -1> 
<43, 21:38:18, 43, -1> 
<44, 21:38:18, 44, -1> 
<45, 21:38:18, 45, -1> 
<46, 21:38:19, 46, -1> 
<47, 21:38:19, 47, -1> 
<48, 21:38:19, 48, -1> 
<49, 21:38:19, 49, -1> 
<50, 21:38:19, 50, -1> 
<51, 21:38:19, 51, -1> 
<52, 21:38:19, 52, -1> 
<53, 21:38:20, 53, -1> 
<54, 21:38:20, 54, -1> 
<55, 21:38:20, 55, -1> 
<56, 21:38:20, 56, -1> 
<57, 21:38:20, 57, -1> 
<58, 21:38:20, 58, -1> 
<59, 21:38:21, 59, -1> 
<60, 21:38:21, 60, -1> 
<61, 21:38:21, 61, -1> 
<62, 21:38:21, 62, -1> 
<63, 21:38:21, 63, -1> 
<64, 21:38:21, 64, -1> 
<65, 21:38:21, 65, -1> 
<66, 21:38:21, 66, -1> 
<67, 21:38:22, 67, -1> 
<68, 21:38:22, 68, -1> 
<69, 21:38:22, 69, -1> 
<70, 21:38:22, 70, -1> 
<71, 21:38:22, 71, -1> 
<72, 21:38:23, 72, -1> 
<73, 21:38:23, 73, -1> 
<74, 21:38:23, 74, -1> 
<75, 21:38:23, 75, -1> 
<76, 21:38:23, 76, -1> 
<77, 21:38:23, 77, -1> 
<78, 21:38:23, 78, -1> 
<79, 21:38:23, 79, -1> 
<80, 21:38:23, 80, -1> 
<81, 21:38:24, 81, -1> 
<82, 21:38:24, 82, -1> 
<83, 21:38:24, 83, -1> 
<84, 21:38:24, 84, -1> 
<85, 21:38:24, 85, -1> 
<86, 21:38:24, 86, -1> 
<87, 21:38:24, 87, -1> 
<88, 21:38:24, 88, -1> 
<89, 21:38:25, 89, -1> 
<90, 21:38:25, 90, -1> 
<91, 21:38:25, 91, -1> 
<92, 21:38:25, 92, -1> 
<93, 21:38:25, 93, -1> 
<94, 21:38:25, 94, -1> 
<95, 21:38:25, 95, -1> 
<96, 21:38:25, 96, -1> 
<97, 21:38:26, 97, -1> 
<98, 21:38:26, 98, -1> 
