E1228 21:48:23.283407400    4597 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:48:23.2827286+01:00"}
<0, 21:48:23, 0, -1> 
<1, 21:48:23, 1, -1> 
<2, 21:48:23, 2, -1> 
<3, 21:48:23, 3, -1> 
<4, 21:48:23, 4, -1> 
<5, 21:48:24, 5, -1> 
<6, 21:48:24, 6, -1> 
<7, 21:48:24, 7, -1> 
<8, 21:48:24, 8, -1> 
<9, 21:48:24, 9, -1> 
<10, 21:48:24, 10, -1> 
<11, 21:48:24, 11, -1> 
<12, 21:48:24, 12, -1> 
<13, 21:48:24, 13, -1> 
<14, 21:48:24, 14, -1> 
<15, 21:48:24, 15, -1> 
<16, 21:48:25, 16, -1> 
<17, 21:48:25, 17, -1> 
<18, 21:48:25, 18, -1> 
<19, 21:48:25, 19, -1> 
<20, 21:48:25, 20, -1> 
<21, 21:48:25, 21, -1> 
<22, 21:48:25, 22, -1> 
<23, 21:48:25, 23, -1> 
<24, 21:48:25, 24, -1> 
<25, 21:48:26, 25, -1> 
<26, 21:48:26, 26, -1> 
<27, 21:48:26, 27, -1> 
<28, 21:48:26, 28, -1> 
<29, 21:48:26, 29, -1> 
<30, 21:48:26, 30, -1> 
<31, 21:48:26, 31, -1> 
<32, 21:48:26, 32, -1> 
<33, 21:48:26, 33, -1> 
<34, 21:48:26, 34, -1> 
<35, 21:48:26, 35, -1> 
<36, 21:48:27, 36, -1> 
<37, 21:48:27, 37, -1> 
<38, 21:48:27, 38, -1> 
<39, 21:48:27, 39, -1> 
<1, 21:48:27, 0, 1> 
<2, 21:48:27, 1, 2> 
<3, 21:48:27, 2, 3> 
<4, 21:48:27, 3, 4> 
<5, 21:48:27, 4, 5> 
<6, 21:48:27, 5, 6> 
<7, 21:48:27, 6, 7> 
<8, 21:48:27, 7, 8> 
<9, 21:48:27, 8, 9> 
<10, 21:48:27, 9, 10> 
<11, 21:48:27, 10, 11> 
<12, 21:48:27, 11, 12> 
<13, 21:48:27, 12, 13> 
<14, 21:48:27, 13, 14> 
<15, 21:48:27, 14, 15> 
<16, 21:48:27, 15, 16> 
<17, 21:48:27, 16, 17> 
<18, 21:48:27, 17, 18> 
<19, 21:48:27, 18, 19> 
<20, 21:48:27, 19, 20> 
<21, 21:48:27, 20, 21> 
<22, 21:48:27, 21, 22> 
<23, 21:48:27, 22, 23> 
<24, 21:48:27, 23, 24> 
<25, 21:48:27, 24, 25> 
<26, 21:48:27, 25, 26> 
<27, 21:48:27, 26, 27> 
<28, 21:48:27, 27, 28> 
<29, 21:48:27, 28, 29> 
<30, 21:48:27, 29, 30> 
<31, 21:48:27, 30, 31> 
<32, 21:48:27, 31, 32> 
<33, 21:48:27, 32, 33> 
<34, 21:48:27, 33, 34> 
<35, 21:48:27, 34, 35> 
<36, 21:48:27, 35, 36> 
<37, 21:48:27, 36, 37> 
<38, 21:48:27, 37, 38> 
<39, 21:48:27, 38, 39> 
<0, 21:48:27, 39, 0> 
<1, 21:48:27, 0, 1> 
<2, 21:48:27, 0, 2> 
<3, 21:48:27, 0, 3> 
<4, 21:48:27, 0, 4> 
<5, 21:48:27, 0, 5> 
<6, 21:48:27, 0, 6> 
<7, 21:48:27, 0, 7> 
<8, 21:48:27, 0, 8> 
<9, 21:48:27, 0, 9> 
<10, 21:48:27, 0, 10> 
<11, 21:48:27, 0, 11> 
<12, 21:48:27, 0, 12> 
<13, 21:48:27, 0, 13> 
<14, 21:48:27, 0, 14> 
<15, 21:48:27, 0, 15> 
<16, 21:48:27, 0, 16> 
<17, 21:48:27, 0, 17> 
<18, 21:48:27, 0, 18> 
<19, 21:48:27, 0, 19> 
<20, 21:48:27, 0, 20> 
<21, 21:48:27, 0, 21> 
<22, 21:48:27, 0, 22> 
<23, 21:48:27, 0, 23> 
<24, 21:48:27, 0, 24> 
<25, 21:48:27, 0, 25> 
<26, 21:48:27, 0, 26> 
<27, 21:48:27, 0, 27> 
<28, 21:48:27, 0, 28> 
<29, 21:48:27, 0, 29> 
<30, 21:48:27, 0, 30> 
<31, 21:48:27, 0, 31> 
<32, 21:48:27, 0, 32> 
<33, 21:48:27, 0, 33> 
<34, 21:48:27, 0, 34> 
<35, 21:48:27, 0, 35> 
<36, 21:48:27, 0, 36> 
<37, 21:48:27, 0, 37> 
<38, 21:48:27, 0, 38> 
<39, 21:48:27, 0, 39> 
<0, 21:48:27, 0, 0> 
<1, 21:48:27, 0, 1> 
<2, 21:48:27, 0, 2> 
<3, 21:48:27, 0, 3> 
<4, 21:48:27, 0, 4> 
<5, 21:48:27, 0, 5> 
<6, 21:48:27, 0, 6> 
<7, 21:48:27, 0, 7> 
<8, 21:48:27, 0, 8> 
<9, 21:48:27, 0, 9> 
<10, 21:48:27, 0, 10> 
<11, 21:48:27, 0, 11> 
<12, 21:48:27, 0, 12> 
<13, 21:48:27, 0, 13> 
<14, 21:48:27, 0, 14> 
<15, 21:48:27, 0, 15> 
<16, 21:48:27, 0, 16> 
<17, 21:48:27, 0, 17> 
<18, 21:48:27, 0, 18> 
<19, 21:48:27, 0, 19> 
<20, 21:48:27, 0, 20> 
<21, 21:48:27, 0, 21> 
<22, 21:48:27, 0, 22> 
<23, 21:48:27, 0, 23> 
<24, 21:48:27, 0, 24> 
<25, 21:48:27, 0, 25> 
<26, 21:48:27, 0, 26> 
<27, 21:48:27, 0, 27> 
<28, 21:48:27, 0, 28> 
<29, 21:48:27, 0, 29> 
<30, 21:48:27, 0, 30> 
<31, 21:48:27, 0, 31> 
<32, 21:48:27, 0, 32> 
<33, 21:48:27, 0, 33> 
<34, 21:48:27, 0, 34> 
<35, 21:48:27, 0, 35> 
<36, 21:48:27, 0, 36> 
<37, 21:48:27, 0, 37> 
<38, 21:48:27, 0, 38> 
<39, 21:48:27, 0, 39> 
<0, 21:48:27, 0, 0> 
<1, 21:48:27, 0, 1> 
