E1228 21:50:43.112095400   10707 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {syscall:"getsockopt(SO_REUSEPORT)", os_error:"Protocol not available", errno:92, created_time:"2022-12-28T21:50:43.1114504+01:00"}
<0, 21:50:43, 0, -1> 
<1, 21:50:43, 1, -1> 
<2, 21:50:43, 2, -1> 
<5, 21:50:43, 5, -1> 
<3, 21:50:43, 3, -1> 
<4, 21:50:43, 4, -1> 
<6, 21:50:43, 6, -1> 
<7, 21:50:43, 7, -1> 
<8, 21:50:43, 8, -1> 
<9, 21:50:43, 9, -1> 
<10, 21:50:44, 10, -1> 
<11, 21:50:44, 11, -1> 
<12, 21:50:44, 12, -1> 
<13, 21:50:44, 13, -1> 
<14, 21:50:44, 14, -1> 
<15, 21:50:44, 15, -1> 
<16, 21:50:44, 16, -1> 
<17, 21:50:44, 17, -1> 
<18, 21:50:44, 18, -1> 
<19, 21:50:44, 19, -1> 
<20, 21:50:44, 20, -1> 
<21, 21:50:45, 21, -1> 
<22, 21:50:45, 22, -1> 
<23, 21:50:45, 23, -1> 
<24, 21:50:45, 24, -1> 
<25, 21:50:45, 25, -1> 
<26, 21:50:45, 26, -1> 
<27, 21:50:45, 27, -1> 
<28, 21:50:45, 28, -1> 
<29, 21:50:45, 29, -1> 
<30, 21:50:45, 30, -1> 
<31, 21:50:45, 31, -1> 
<32, 21:50:46, 32, -1> 
<33, 21:50:46, 33, -1> 
<34, 21:50:46, 34, -1> 
<35, 21:50:46, 35, -1> 
<36, 21:50:46, 36, -1> 
<37, 21:50:46, 37, -1> 
<38, 21:50:46, 38, -1> 
<39, 21:50:46, 39, -1> 
<40, 21:50:46, 40, -1> 
<41, 21:50:46, 41, -1> 
<42, 21:50:46, 42, -1> 
<43, 21:50:46, 43, -1> 
<44, 21:50:47, 44, -1> 
<45, 21:50:47, 45, -1> 
<1, 21:50:47, 0, 1> 
<2, 21:50:47, 1, 2> 
<3, 21:50:47, 2, 3> 
<4, 21:50:47, 3, 4> 
<5, 21:50:47, 4, 5> 
<6, 21:50:47, 5, 6> 
<7, 21:50:47, 6, 7> 
<8, 21:50:47, 7, 8> 
<9, 21:50:47, 8, 9> 
<10, 21:50:47, 9, 10> 
<11, 21:50:47, 10, 11> 
<12, 21:50:47, 11, 12> 
<13, 21:50:47, 12, 13> 
<14, 21:50:47, 13, 14> 
<15, 21:50:47, 14, 15> 
<16, 21:50:47, 15, 16> 
<17, 21:50:47, 16, 17> 
<18, 21:50:47, 17, 18> 
<19, 21:50:47, 18, 19> 
<20, 21:50:47, 19, 20> 
<21, 21:50:47, 20, 21> 
<22, 21:50:47, 21, 22> 
<23, 21:50:47, 22, 23> 
<24, 21:50:47, 23, 24> 
<25, 21:50:47, 24, 25> 
<26, 21:50:47, 25, 26> 
<27, 21:50:47, 26, 27> 
<28, 21:50:47, 27, 28> 
<29, 21:50:47, 28, 29> 
<30, 21:50:47, 29, 30> 
<31, 21:50:47, 30, 31> 
<32, 21:50:47, 31, 32> 
<33, 21:50:47, 32, 33> 
<34, 21:50:47, 33, 34> 
<35, 21:50:47, 34, 35> 
<36, 21:50:47, 35, 36> 
<37, 21:50:47, 36, 37> 
<38, 21:50:47, 37, 38> 
<39, 21:50:47, 38, 39> 
<40, 21:50:47, 39, 40> 
<41, 21:50:47, 40, 41> 
<42, 21:50:47, 41, 42> 
<43, 21:50:47, 42, 43> 
<44, 21:50:47, 43, 44> 
<45, 21:50:47, 44, 45> 
<0, 21:50:47, 45, 0> 
<1, 21:50:47, 0, 1> 
<2, 21:50:47, 0, 2> 
<3, 21:50:47, 0, 3> 
<4, 21:50:47, 0, 4> 
<5, 21:50:47, 0, 5> 
<6, 21:50:47, 0, 6> 
<7, 21:50:47, 0, 7> 
<8, 21:50:47, 0, 8> 
<9, 21:50:47, 0, 9> 
<10, 21:50:47, 0, 10> 
<11, 21:50:47, 0, 11> 
<12, 21:50:47, 0, 12> 
<13, 21:50:47, 0, 13> 
<14, 21:50:47, 0, 14> 
<15, 21:50:47, 0, 15> 
<16, 21:50:47, 0, 16> 
<17, 21:50:47, 0, 17> 
<18, 21:50:47, 0, 18> 
<19, 21:50:47, 0, 19> 
<20, 21:50:47, 0, 20> 
<21, 21:50:47, 0, 21> 
<22, 21:50:47, 0, 22> 
<23, 21:50:47, 0, 23> 
<24, 21:50:47, 0, 24> 
<25, 21:50:47, 0, 25> 
<26, 21:50:47, 0, 26> 
<27, 21:50:47, 0, 27> 
