E1228 21:50:39.494248400   10576 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:50:39.4933277+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:50:40, 0, -1> 
<1, 21:50:40, 1, -1> 
<6, 21:50:40, 6, -1> 
<2, 21:50:40, 2, -1> 
<3, 21:50:40, 3, -1> 
<4, 21:50:40, 4, -1> 
<5, 21:50:40, 5, -1> 
<7, 21:50:40, 7, -1> 
<8, 21:50:40, 8, -1> 
<9, 21:50:40, 9, -1> 
<10, 21:50:40, 10, -1> 
<11, 21:50:40, 11, -1> 
<12, 21:50:40, 12, -1> 
<13, 21:50:41, 13, -1> 
<14, 21:50:41, 14, -1> 
<15, 21:50:41, 15, -1> 
<16, 21:50:41, 16, -1> 
<17, 21:50:41, 17, -1> 
<18, 21:50:41, 18, -1> 
<19, 21:50:41, 19, -1> 
<20, 21:50:41, 20, -1> 
<21, 21:50:41, 21, -1> 
<1, 21:50:42, 0, 1> 
<2, 21:50:42, 1, 2> 
<3, 21:50:42, 2, 3> 
<4, 21:50:42, 3, 4> 
<5, 21:50:42, 4, 5> 
<6, 21:50:42, 5, 6> 
<7, 21:50:42, 6, 7> 
<8, 21:50:42, 7, 8> 
<9, 21:50:42, 8, 9> 
<10, 21:50:42, 9, 10> 
<11, 21:50:42, 10, 11> 
<12, 21:50:42, 11, 12> 
<13, 21:50:42, 12, 13> 
<14, 21:50:42, 13, 14> 
<15, 21:50:42, 14, 15> 
<16, 21:50:42, 15, 16> 
<17, 21:50:42, 16, 17> 
<18, 21:50:42, 17, 18> 
<19, 21:50:42, 18, 19> 
<20, 21:50:42, 19, 20> 
<21, 21:50:42, 20, 21> 
<0, 21:50:42, 21, 0> 
<1, 21:50:42, 0, 1> 
<2, 21:50:42, 0, 2> 
<3, 21:50:42, 0, 3> 
<4, 21:50:42, 0, 4> 
<5, 21:50:42, 0, 5> 
<6, 21:50:42, 0, 6> 
<7, 21:50:42, 0, 7> 
<8, 21:50:42, 0, 8> 
<9, 21:50:42, 0, 9> 
<10, 21:50:42, 0, 10> 
<11, 21:50:42, 0, 11> 
<12, 21:50:42, 0, 12> 
<13, 21:50:42, 0, 13> 
<14, 21:50:42, 0, 14> 
<15, 21:50:42, 0, 15> 
<16, 21:50:42, 0, 16> 
<17, 21:50:42, 0, 17> 
<18, 21:50:42, 0, 18> 
<19, 21:50:42, 0, 19> 
<20, 21:50:42, 0, 20> 
<21, 21:50:42, 0, 21> 
<0, 21:50:42, 0, 0> 
<1, 21:50:42, 0, 1> 
<2, 21:50:42, 0, 2> 
<3, 21:50:42, 0, 3> 
<4, 21:50:42, 0, 4> 
<5, 21:50:42, 0, 5> 
<6, 21:50:42, 0, 6> 
<7, 21:50:42, 0, 7> 
<8, 21:50:42, 0, 8> 
<9, 21:50:42, 0, 9> 
<10, 21:50:42, 0, 10> 
<11, 21:50:42, 0, 11> 
<12, 21:50:42, 0, 12> 
<13, 21:50:42, 0, 13> 
<14, 21:50:42, 0, 14> 
<15, 21:50:42, 0, 15> 
<16, 21:50:42, 0, 16> 
<17, 21:50:42, 0, 17> 
<18, 21:50:42, 0, 18> 
<19, 21:50:42, 0, 19> 
<20, 21:50:42, 0, 20> 
<21, 21:50:42, 0, 21> 
<0, 21:50:42, 0, 0> 
<1, 21:50:42, 0, 1> 
