E1228 21:28:36.540824200   19626 socket_utils_common_posix.cc:223]     check for SO_REUSEPORT: UNKNOWN:Protocol not available {created_time:"2022-12-28T21:28:36.5399884+01:00", errno:92, os_error:"Protocol not available", syscall:"getsockopt(SO_REUSEPORT)"}
<0, 21:28:36, 0, -1> 
<1, 21:28:36, 1, -1> 
<2, 21:28:36, 2, -1> 
<7, 21:28:37, 7, -1> 
<3, 21:28:37, 3, -1> 
<4, 21:28:37, 4, -1> 
<5, 21:28:37, 5, -1> 
<6, 21:28:37, 6, -1> 
<8, 21:28:37, 8, -1> 
<9, 21:28:37, 9, -1> 
<10, 21:28:37, 10, -1> 
<11, 21:28:37, 11, -1> 
<12, 21:28:37, 12, -1> 
<13, 21:28:37, 13, -1> 
<14, 21:28:37, 14, -1> 
<15, 21:28:38, 15, -1> 
<16, 21:28:38, 16, -1> 
<17, 21:28:38, 17, -1> 
<18, 21:28:38, 18, -1> 
<19, 21:28:38, 19, -1> 
<20, 21:28:38, 20, -1> 
<21, 21:28:38, 21, -1> 
<22, 21:28:38, 22, -1> 
<23, 21:28:38, 23, -1> 
<24, 21:28:38, 24, -1> 
<25, 21:28:38, 25, -1> 
<26, 21:28:38, 26, -1> 
<27, 21:28:38, 27, -1> 
<28, 21:28:38, 28, -1> 
<29, 21:28:38, 29, -1> 
<30, 21:28:39, 30, -1> 
<31, 21:28:39, 31, -1> 
<32, 21:28:39, 32, -1> 
<33, 21:28:39, 33, -1> 
<34, 21:28:39, 34, -1> 
<35, 21:28:39, 35, -1> 
<36, 21:28:39, 36, -1> 
<37, 21:28:39, 37, -1> 
<38, 21:28:39, 38, -1> 
<39, 21:28:39, 39, -1> 
<40, 21:28:40, 40, -1> 
<41, 21:28:40, 41, -1> 
<42, 21:28:40, 42, -1> 
<43, 21:28:40, 43, -1> 
<44, 21:28:40, 44, -1> 
<45, 21:28:40, 45, -1> 
<46, 21:28:40, 46, -1> 
<47, 21:28:40, 47, -1> 
<48, 21:28:40, 48, -1> 
<49, 21:28:40, 49, -1> 
<50, 21:28:40, 50, -1> 
<51, 21:28:41, 51, -1> 
<52, 21:28:41, 52, -1> 
<53, 21:28:41, 53, -1> 
<54, 21:28:41, 54, -1> 
<55, 21:28:41, 55, -1> 
<56, 21:28:41, 56, -1> 
<57, 21:28:41, 57, -1> 
<1, 21:28:42, 0, 1> 
